abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Patrocinio, A.O.T.', 'Bahnemann, D.W.', 'Sieland, F.', 'Duong, A.T.', 'Nunes, B.N.', 'Souza, B.L.', 'Faustino, L.A.']",10.1021/acssuschemeng.7b04713.s001,http://dx.doi.org/10.1021/acssuschemeng.7b04713.s001,1,2018,Photocatalytic CO2 Reduction by Re(I) Polypyridyl Complexes Immobilized on Niobates Nanoscrolls,[],"([],)",,Chemistry
,"['Chen,G.Q.', 'Zhou,C.P.', 'Zhang,C.L.', 'Shi,H.F.']",,,1,2015,ConversionofCO2 intorenewablefueloverPt-g-C3N4/KNbO3 composite photocatalyst,,,,Chemistry
,"['Zou, Z.G.', 'Zhang, C.L.', 'Chen, G.Q.', 'Shi, H.F.']",10.1021/cs500848f,http://dx.doi.org/10.1021/cs500848f,1,2014,Polymeric g-C3N4 coupled with NaNbO3 nanowires toward enhanced photocatalytic reduction of CO2 into renewable fuel,['ACS Catalysis'],"(['Catalysis', 'General Chemistry'],)",,Chemistry
,"['Ribeiro, C.', 'Lopes, O.F.', 'Torres, J.A.', 'Oliveira, J.A.', 'Nogueira, A.E.', 'da Silva, G.T.S.T.']",10.1016/j.apcatb.2018.10.017,http://dx.doi.org/10.1016/j.apcatb.2018.10.017,1,2019,Acidic surface niobium pentoxide is catalytic active for CO2 photoreduction,['Applied Catalysis B: Environmental'],"(['Process Chemistry and Technology', 'General Environmental Science', 'Catalysis'],)",,Chemistry
,"['Wang, L.Y.', 'Li, Q.', 'Zhong, Y.S.', 'Zhuang, Z.J.', 'Li, W.', 'Li, X.K.']",10.1021/jp303365z,http://dx.doi.org/10.1021/jp303365z,1,2012,Photocatalytic Reduction of Carbon Dioxide to Methane over SiO2-Pillared HNb3O8,['The Journal of Physical Chemistry C'],"(['Surfaces, Coatings and Films', 'Physical and Theoretical Chemistry', 'General Energy', 'Electronic, Optical and Magnetic Materials'],)",,Chemistry
,"['Zhuang, Z.J.', 'Li, W.', 'Pan, H.Q.', 'Li, X.K.']",10.1016/j.apcata.2011.10.044,http://dx.doi.org/10.1016/j.apcata.2011.10.044,1,2012,Photocatalytic reduction of CO2 to methane over HNb3O8 nanobelts,['Applied Catalysis A: General'],"(['Process Chemistry and Technology', 'Catalysis'],)",,Chemistry
,"['Ye, J.H.', 'Abe, H.', 'Umezawa, N.', 'Kako, T.', 'Liu, L.Q.', 'Xu, H.', 'Li, P.']",,,1,2014,Constructing cubic-orthorhombic surface-phasejunctionsofNaNbO3 towardssigniﬁcantenhancementofCO2 photoreduction,,,,Chemistry
<p>Both NaNbO<sub>3</sub> and NaTaO<sub>3</sub> exhibit interesting intrinsic photocatalytic activities for CO<sub>2</sub> reduction in terms of conversion and selectivity.</p>,"['De La Peña O’Shea, V.A.', 'Serrano, D.P.', 'Coronado, J.M.', 'Reñones, P.', 'Jana, P.', 'Fresno, F.']",10.1039/c6pp00235h,http://dx.doi.org/10.1039/c6pp00235h,1,2017,CO2 reduction over NaNbO3 and NaTaO3 perovskite photocatalysts,['Photochemical & Photobiological Sciences'],"(['Physical and Theoretical Chemistry'],)",,Chemistry
,"['Ye,J.H.', 'Kako,T.', 'Zhang,Y.J.', 'Ouyang,S.', 'Li,P.']",10.1039/c2ta00260d,http://dx.doi.org/10.1039/c2ta00260d,1,2013,Surface-coordination-inducedselectivesynthesisofcubicand orthorhombic NaNbO3 and their photocatalytic properties,['J. Mater. Chem. A'],"(['General Materials Science', 'Renewable Energy, Sustainability and the Environment', 'General Chemistry'],)",,Chemistry
,"['Zou, Z.G.', 'Ye, J.H.', 'Zhu, C.', 'Chen, J.', 'Wang, T.Z.', 'Shi, H.F.']",10.1007/s10562-010-0482-1,http://dx.doi.org/10.1007/s10562-010-0482-1,1,2011,Photoreduction of carbon dioxide over NaNbO3 nanostructured photocatalysts,['Catalysis Letters'],"(['General Chemistry', 'Catalysis'],)",,Chemistry
,"['Lianos, P', 'Plesch, G.', 'Roch, T.', 'Plecenik, T.', 'Satrapinskyy, L.', 'Sfaelou, S.', 'Monfort, O.']",,,1,2017,Comparative study between pristine and Nb-modiﬁed BiVO4 ﬁlms employed for photoelectrocatalytic production of H2 by water splitting and for photocatalytic degradation of organic pollutants under simulated solar light,,,,Chemistry
,"['He, Y.M.', 'Zhao, L.H.', 'Wu, Y.', 'Lin, H.J.', 'Hu, X.', 'Xing, P.X.', 'Chen, P.F.', 'Chen, Z.Q.']",10.1016/j.fuel.2018.06.090,http://dx.doi.org/10.1016/j.fuel.2018.06.090,1,2018,Novel carbon modiﬁed KTa0.75Nb0.25O3 nanocubes with excellent eﬃciency in photocatalytic H2 eVolution,['Fuel'],"(['Organic Chemistry', 'Energy Engineering and Power Technology', 'Fuel Technology', 'General Chemical Engineering'],)",,Chemistry
,"['Pham, T.D.', 'Hanh, N.T.', 'Tran, D.T.', 'Thanh Truc, N.T.']",,,1,2018,Novel visible light-driven Nb-doped Ta3N5 sensitized/protectedbyPPyforeﬃcientoverallwatersplitting,,,,Chemistry
,"['Maggard, P.A.', 'Geyer, S.', 'Osterloh, F.E.', 'Carbone, A.', 'Itanze, D.', 'Wu, Z.', 'O’Donnell, S.', 'Zoellner, B.']",10.1021/acs.inorgchem.9b00304.s001,http://dx.doi.org/10.1021/acs.inorgchem.9b00304.s001,1,2019,Impact of Nb(V) Substitution on the Structure and Optical and Photoelectrochemical Properties of the Cu5(Ta1−xNbx)11O30 Solid Solution,[],"([],)",,Chemistry
,"['Ferrer, I.J.', 'Sánchez, C.', 'Ares, J.R.', 'Flores, E.']",10.1016/j.cattod.2018.01.024,http://dx.doi.org/10.1016/j.cattod.2018.01.024,1,2019,Ternary transition titanium-niobium trisulﬁde as photoanode for assisted water splitting,['Catalysis Today'],"(['General Chemistry', 'Catalysis'],)",,Chemistry
,"['Kubacka, A.', 'Fernández-García, M.', 'Cortés, J.A.', 'Muñoz-Batista, M.J.', 'Caudillo-Flores, U.']",10.1016/j.mcat.2017.04.035,http://dx.doi.org/10.1016/j.mcat.2017.04.035,1,2017,UV and visible light driven H2 photo-production using Nb-doped TiO2: Comparing Pt and Pd co-catalysts,['Molecular Catalysis'],"(['Physical and Theoretical Chemistry', 'Process Chemistry and Technology', 'Catalysis'],)",,Chemistry
,"['Dupont, J.', 'Teixeira, S.R.', 'Ramakrishnappa, T.', 'Vaz, M.d.O.', 'Ravishankar, T.N.']",10.1016/j.mtchem.2019.04.001,http://dx.doi.org/10.1016/j.mtchem.2019.04.001,1,2019,Ionic liquid–assisted hydrothermal synthesis of Nb/TiO2 nanocomposites for eﬃcient photocatalytic hydrogen production and photodecolorization of Rhodamine B under UV-visible and visible light illuminations,['Materials Today Chemistry'],"(['Materials Chemistry', 'Colloid and Surface Chemistry', 'Polymers and Plastics', 'Biomaterials', 'Electronic, Optical and Magnetic Materials', 'Catalysis'],)",,Chemistry
,"['He, Y.M.', 'Zhao, L.H.', 'Wu, Y.', 'Lin, H.J.', 'Hu, X.', 'Xing, P.X.', 'Chen, P.F.', 'Chen, Z.Q.']",10.1016/j.fuel.2018.12.011,http://dx.doi.org/10.1016/j.fuel.2018.12.011,1,2019,Rapid fabrication of KTa0.75Nb0.25/g-C3N4 composite via microwave heating for eﬃcient photocatalytic H2 eVolution,['Fuel'],"(['Organic Chemistry', 'Energy Engineering and Power Technology', 'Fuel Technology', 'General Chemical Engineering'],)",,Chemistry
,"['He, Y.M.', 'Zhao, L.H.', 'Lin, H.J.', 'Hu, X.', 'Chen, Z.Q.', 'Xing, P.X.', 'Chen, P.F.']",10.1016/j.jcis.2018.09.025,http://dx.doi.org/10.1016/j.jcis.2018.09.025,1,2019,In-situ synthesis of AgNbO3/g-C3N4 photocatalyst via microwave heating method for eﬃciently photocatalytic H2 generation,['Journal of Colloid and Interface Science'],"(['Colloid and Surface Chemistry', 'Surfaces, Coatings and Films', 'Biomaterials', 'Electronic, Optical and Magnetic Materials'],)",,Chemistry
,"['Zhang, G.', 'Li, J.', 'Li, Y.', 'Wang, K.']",10.1016/j.apcatb.2019.05.032,http://dx.doi.org/10.1016/j.apcatb.2019.05.032,1,2019,Boosting interfacial charge separation of Ba5Nb4O15/g-C3N4 photocatalysts by 2D/2D nanojunction towards eﬃcient visible-light driven H2 generation,Applied Catalysis B: Environmental,"(['Process Chemistry and Technology', 'General Environmental Science', 'Catalysis'],)",,Chemistry
,"['Wang, L.Z.', 'Chen, H.J.', 'Luo, B.', 'Butburee, T.', 'Peerakiatkhajohn, P.', 'Lyu, M.', 'Thaweesak, S.']",10.1016/j.apcatb.2016.09.022,http://dx.doi.org/10.1016/j.apcatb.2016.09.022,1,2017,Two-dimensional g-C3N4/Ca2Nb2TaO10 nanosheet composites for eﬃcient visible light photocatalytic hydrogen eVolution,Applied Catalysis B: Environmental,"(['Process Chemistry and Technology', 'General Environmental Science', 'Catalysis'],)",,Chemistry
,"['Kuchmiy, S.Y.', 'Skoryk, M.A.', 'Andryushina, N.S.', 'Korzhak, A.V.', 'Shvalagin, V.V.', 'Shcherban, N.D.', 'Grodziuk, G.Y.']",10.1016/j.ijhydene.2017.07.238,http://dx.doi.org/10.1016/j.ijhydene.2017.07.238,1,2017,Photocatalytic activity of nanostructured composites based on layered niobates and C3N4 in the hydrogen eVolution reaction from electron donor solutions under visible light,International Journal of Hydrogen Energy,"(['Energy Engineering and Power Technology', 'Condensed Matter Physics', 'Fuel Technology', 'Renewable Energy, Sustainability and the Environment'],)",,Chemistry
,"['Wang,C.Y.', 'Zhao,H.', 'Li,Y.X.', 'Hui,D.P.', 'Zhang,B.']",,,1,2017,Synthesisandphotocatalytichydrogenproductionactivity of the Ni-CH3CH2NH2/H1.78Sr0.78Bi0.22Nb2O7 hybrid layered perovskite,,,,Chemistry
,"['He, Y.M.', 'Zhao, L.H.', 'Hu, X.', 'Lin, H.J.', 'Wang, Y.', 'Chen, Q.Q.', 'Chen, Z.Q.', 'Yu, J.X.']",10.1016/j.ijhydene.2018.01.055,http://dx.doi.org/10.1016/j.ijhydene.2018.01.055,1,2018,Giant enhancement of photocatalytic H2 production over KNbO3 photocatalyst obtained via carbon doping and MoS2 decoration,International Journal of Hydrogen Energy,"(['Energy Engineering and Power Technology', 'Condensed Matter Physics', 'Fuel Technology', 'Renewable Energy, Sustainability and the Environment'],)",,Chemistry
,"['Wang, X.X.', 'Wu, L.', 'Liang, S.J.', 'Xia, Y.Z.']",10.1016/j.cattod.2018.03.061,http://dx.doi.org/10.1016/j.cattod.2018.03.061,1,2019,Ultrasmall NiS decorated HNb3O8 nanosheeets as highly eﬃcient photocatalyst for H2 eVolution reaction,Catalysis Today,"(['General Chemistry', 'Catalysis'],)",,Chemistry
,"['Wu, L.', 'Li, Y.H.', 'Zhang, S.Y.', 'Liang, S.J.', 'Liu, Y.H.', 'Xiong, J.H.']",10.1016/j.jcat.2016.07.016,http://dx.doi.org/10.1016/j.jcat.2016.07.016,1,2016,Insights into the role of Cu in promoting photocatalytichydrogenproductionoverultrathinHNb3O8 nanosheets,['Journal of Catalysis'],"(['Physical and Theoretical Chemistry', 'Catalysis'],)",,Chemistry
,"['Guo, L.J.', 'Shi, J.W.', 'Zong, S.C.', 'Li, G.S.', 'Hu, Y.C.']",10.1016/j.cattod.2018.03.037,http://dx.doi.org/10.1016/j.cattod.2018.03.037,1,2018,Self-assembled nanohybrid of cadmium sulﬁde and calcium niobate: Photocatalyst with enhanced charge separation for eﬃcient visible light induced hydrogen generation,Catalysis Today,"(['General Chemistry', 'Catalysis'],)",,Chemistry
<p>A hybrid of CdS/HCa<sub>2</sub>Nb<sub>3</sub>O<sub>10</sub> ultrathin nanosheets with a tough heterointerface was successfully fabricated. Efficient interfacial charge transfer from CdS to HCa<sub>2</sub>Nb<sub>3</sub>O<sub>10</sub> nanosheets was achieved to realize the enhanced photocatalytic H<sub>2</sub> evolution activity.</p>,"['Wu, L.', 'Liang, S.J.', 'Zou, J.H.', 'Jing, K.Q.', 'Xiong, J.H.']",10.1039/C7DT03027D,http://dx.doi.org/10.1039/c7dt03027d,1,2017,A hybrid of CdS/HCa2Nb3O10 ultrathin nanosheets for promoting photocatalytic hydrogen eVolution,Dalton Transactions,"(['Inorganic Chemistry'],)",,Chemistry
,"['Jiang, M.', 'Xie, X.', 'Lin, J.', 'Huang, F.', 'Xu, F.', 'Wan, D.', 'Chen, P.', 'Yin, H.', 'Lin, T.', 'Yang, C.', 'Wang, Z.']",10.1002/adfm.201300486,http://dx.doi.org/10.1002/adfm.201300486,1,2013,H‐doped black titania with very high solar absorption and excellent photocatalysis enhanced by localized surface plasmon resonance,Advanced functional materials,"(['Electrochemistry', 'Condensed Matter Physics', 'Biomaterials', 'Electronic, Optical and Magnetic Materials'],)",,Chemistry
,"['Anpo, M', 'Bagwas, S.', 'Tian,B.Z.', 'Chen,F.', 'Zhang,J.L.', 'Qi,D.Y.', 'Xing,M.Y.']",10.1016/j.jcat.2012.07.004,http://dx.doi.org/10.1016/j.jcat.2012.07.004,1,2012,Super-hydrophobic fluorination mesoporous MCF/TiO2 composite as a high-performance photocatalyst,Journal of Catalysis,"(['Physical and Theoretical Chemistry', 'Catalysis'],)",,Chemistry
,"['Chen, X.', 'Liu, G.', 'Murowchick, J. B.', 'Zhang, W.', 'Xia, T.']",10.1002/aenm.201300294,http://dx.doi.org/10.1002/aenm.201300294,1,2013,A Facile Method to Improve the Photocatalytic and Lithium‐Ion Rechargeable Battery Performance of TiO2 Nanocrystals,Advanced energy materials,"(['General Materials Science', 'Renewable Energy, Sustainability and the Environment'],)",,Chemistry
,"['Lambert,R.M', 'Wright,D.S.', 'Tikhov,M.S.', 'Pedrosa-Jimenez, S.', 'Garcia, F.', 'Berg, R.', 'Orlov, A.', 'In, S.']",10.1021/ja0749237,http://dx.doi.org/10.1021/ja0749237,1,2007,"Effective Visible Light-Activated B-Doped and B,N-Codoped TiO2 Photocatalysts",Journal of the American Chemical Society,"(['Colloid and Surface Chemistry', 'Biochemistry', 'General Chemistry', 'Catalysis'],)",,Chemistry
,"['Ingler,W.B.,Jr', 'Al-Shahry,M.', 'Khan,S.U.M.']",10.1126/science.1075035 ,http://dx.doi.org/10.1126/science.1075035,1,2002,Efficient Photochemical Water Splitting by a Chemically Modified n-TiO2,Science,"(['Multidisciplinary'],)",,Chemistry
,"['Mullins,C.B.', 'Bard,A.J.', 'Hahn,N.T.', 'Berglund,S.P.', 'Hoang,S.']",10.1021/ja211369s,http://dx.doi.org/10.1021/ja211369s,1,2012,Enhancing Visible Light Photo-oxidation of Water with TiO2 Nanowire Arrays via Cotreatment with H2 and NH3: Synergistic Effects between Ti3+ and N,Journal of the American Chemical Society,"(['Colloid and Surface Chemistry', 'Biochemistry', 'General Chemistry', 'Catalysis'],)",,Chemistry
,"['Feng, P.', 'Borchardt, D.', 'Zhang, Z.', 'Wu, T.', 'Wang, L.', 'Zuo, F.']",10.1002/chin.201049012,http://dx.doi.org/10.1002/chin.201049012,1,2010,Self-Doped Ti3+ Enhanced Photocatalyst for Hydrogen Production under Visible Light,Physical Inorganic Chemistry,"([],)",,Chemistry
,"['Chen, X.', 'Oyler, N. A.', 'Zhang, C.', 'Xia, T.']",10.1002/adma.201303088,http://dx.doi.org/10.1002/adma.201303088,1,2013,Hydrogenated TiO2 Nanocrystals: A Novel Microwave Absorbing Material,Advanced Materials,"(['Mechanical Engineering', 'Mechanics of Materials', 'General Materials Science'],)",,Chemistry
,"['Ohtani, B.', 'Ikeda, S.', 'Uosaki,K.', 'Schiavello,M.', 'Palmisano,L.', 'Marcì,G.', 'DiPaola,A.']",10.1021/jp013074l,http://dx.doi.org/10.1021/jp013074l,1,2001,Preparation of Polycrystalline TiO2 Photocatalysts Impregnated with Various Transition Metal Ions: Characterization and Photocatalytic Activity for the Degradation of 4-Nitrophenol,The Journal of Physical Chemistry B,"(['Materials Chemistry', 'Surfaces, Coatings and Films', 'Physical and Theoretical Chemistry'],)",,Chemistry
,"['Chen,F', 'Zhang, J.', 'Xing,M.']",10.1021/jp9034166,http://dx.doi.org/10.1021/jp9034166,1,2009,Photocatalytic Performance of N-Doped TiO2 Adsorbed with Fe3+ Ions under Visible Light by a Redox Treatment,The Journal of Physical Chemistry C,"(['Surfaces, Coatings and Films', 'Physical and Theoretical Chemistry', 'General Energy', 'Electronic, Optical and Magnetic Materials'],)",,Chemistry
